train,test
0.315,0.325
1.0,0.62
1.0,0.545
1.0,0.53
1.0,0.47
1.0,0.48
1.0,0.47
1.0,0.465
1.0,0.445
1.0,0.46
1.0,0.455
1.0,0.445
1.0,0.415
1.0,0.42
1.0,0.45
1.0,0.435
1.0,0.38
1.0,0.375
1.0,0.39
1.0,0.45
1.0,0.44
1.0,0.435
1.0,0.425
1.0,0.425
1.0,0.4
1.0,0.405
1.0,0.365
1.0,0.385
1.0,0.385
1.0,0.365
1.0,0.395
1.0,0.425
