train,test
0.48375,0.47
0.50875,0.5
0.4325,0.435
0.5525,0.485
0.5525,0.48
0.66875,0.54
0.68875,0.6
0.64875,0.59
0.6575,0.6
0.7375,0.57
0.74,0.57
0.775,0.66
0.835,0.7
0.8025,0.66
0.8275,0.64
0.79875,0.655
0.82875,0.635
0.8375,0.685
0.8425,0.635
0.83375,0.635
0.83125,0.615
0.82875,0.65
0.87,0.665
0.81625,0.68
0.87625,0.645
0.85,0.635
0.86875,0.635
0.81125,0.64
0.7775,0.605
0.8725,0.65
0.84375,0.635
0.82375,0.64
