layer,prob_gap,prob_contr,prob_true,log_gap,log_contr,log_true
layer_0,0.008766149878501892,-0.001138853430747986,0.009905003309249878,2.03658203125,-1.3818359375,3.41841796875
layer_1,0.008109008073806762,-0.0009515631198883057,0.009060571193695069,1.61904296875,-0.0733984375,1.69244140625
layer_2,0.010344234704971313,0.0007214754819869995,0.009622759222984313,4.18154296875,2.4894921875,1.69205078125
layer_3,0.008818308115005493,-0.0010937267541885375,0.009912034869194031,3.57763671875,-1.19171875,4.76935546875
layer_4,0.011106328964233398,0.0026334691047668456,0.008472859859466553,3.09546875,2.160078125,0.935390625
layer_5,0.008767027854919434,0.0003649914264678955,0.008402036428451538,2.284765625,2.32486328125,-0.04009765625
layer_6,0.008708202242851258,-0.0010114747285842895,0.009719676971435547,2.30736328125,-0.4111328125,2.71849609375
layer_7,0.006189300417900085,0.013704827427864075,-0.007515527009963989,2.325791015625,4.317138671875,-1.99134765625
layer_8,0.009114088416099548,-0.00065521240234375,0.009769300818443299,3.52669921875,1.7343359375,1.79236328125
layer_9,0.012035209536552429,0.003785746097564697,0.008249463438987732,3.4017578125,3.30296875,0.0987890625
layer_10,0.020221499800682066,0.027232495546340944,-0.007010995745658875,3.15591796875,5.651357421875,-2.495439453125
layer_11,0.004285955429077148,0.002880672812461853,0.0014052826166152954,1.13107421875,2.7542578125,-1.62318359375
layer_12,0.008795729279518128,-0.0006353914737701416,0.00943112075328827,2.27017578125,1.1230078125,1.14716796875
layer_13,0.009456854462623596,6.031394004821777e-06,0.009450823068618774,3.84484375,0.46423828125,3.38060546875
layer_14,0.009435692429542541,0.00043285369873046875,0.009002838730812073,2.3826171875,1.03068359375,1.35193359375
layer_15,0.008612315058708192,0.0011432814598083497,0.007469033598899841,2.7171875,0.258984375,2.458203125
layer_16,0.005614878535270691,0.0006579440832138061,0.004956934452056885,1.34603515625,0.91150390625,0.43453125
layer_17,0.008490951657295227,0.00020706593990325926,0.008283885717391968,1.60828125,0.1934375,1.41484375
layer_18,-0.00020459771156311035,0.0004724675416946411,-0.0006770652532577515,0.256806640625,0.51673828125,-0.259931640625
layer_19,0.001110687255859375,0.00011036992073059082,0.0010003173351287842,-0.0004296875,-0.51365234375,0.51322265625
layer_20,0.004427618384361267,9.977936744689941e-05,0.0043278390169143675,0.5562109375,0.08884765625,0.46736328125
layer_21,-0.0005910402536392212,0.00011928141117095947,-0.0007103216648101806,0.11017578125,0.01650390625,0.093671875
layer_22,0.0021287679672241213,-0.0001170516014099121,0.002245819568634033,0.037490234375,-0.29359375,0.331083984375
layer_23,-0.00021842777729034425,9.725034236907958e-05,-0.0003156781196594238,-0.156318359375,-0.1198828125,-0.036435546875
layer_24,0.0016641825437545775,-0.00020569026470184325,0.0018698728084564208,0.11626953125,0.21767578125,-0.10140625
layer_25,0.000922805666923523,-0.000122639536857605,0.001045445203781128,0.0763671875,0.1469921875,-0.070625
layer_26,7.111608982086182e-05,-1.739203929901123e-05,8.850812911987305e-05,-0.21228515625,0.0176953125,-0.22998046875
layer_27,0.0026748889684677125,-0.000341835618019104,0.0030167245864868163,-0.1916015625,-0.37796875,0.1863671875
layer_28,0.0020431721210479735,-0.0003665637969970703,0.002409735918045044,-0.03529296875,-0.221328125,0.18603515625
layer_29,-0.00018179237842559813,5.270481109619141e-05,-0.00023449718952178955,-0.114931640625,0.03763671875,-0.152568359375
layer_30,0.0007131403684616089,-0.0004191499948501587,0.0011322903633117676,-0.0440625,-0.45361328125,0.40955078125
layer_31,-0.0017039459943771363,-1.8723011016845703e-05,-0.0016852229833602904,-0.006005859375,0.1406640625,-0.146669921875
