train,test
1.0,0.67
1.0,0.6
1.0,0.535
1.0,0.525
1.0,0.49
1.0,0.455
1.0,0.49
1.0,0.505
1.0,0.47
1.0,0.49
1.0,0.47
1.0,0.435
1.0,0.445
1.0,0.43
1.0,0.4
1.0,0.36
1.0,0.395
1.0,0.39
1.0,0.42
1.0,0.405
1.0,0.47
1.0,0.46
1.0,0.43
1.0,0.43
1.0,0.38
1.0,0.375
1.0,0.405
1.0,0.365
1.0,0.43
1.0,0.38
1.0,0.41
1.0,0.405
