train,test
0.6791636625811103,0.653179190751445
0.5529920692141312,0.5549132947976878
0.5364095169430425,0.49710982658959535
0.6243691420331651,0.546242774566474
0.6510454217736121,0.5549132947976878
0.6582552271088681,0.5520231213872833
0.6741167988464312,0.5606936416184971
0.6842105263157895,0.5867052023121387
0.7015140591204038,0.5578034682080925
0.6741167988464312,0.6040462427745664
0.7332372025955299,0.5895953757225434
0.7317952415284787,0.6242774566473989
0.7548666186012978,0.6069364161849711
0.7447728911319395,0.6011560693641619
0.7548666186012978,0.6184971098265896
0.7180966113914924,0.6069364161849711
0.7368421052631579,0.6011560693641619
0.7635183850036049,0.6358381502890174
0.7375630857966835,0.6069364161849711
0.7671232876712328,0.6069364161849711
0.7570295602018745,0.630057803468208
0.7375630857966835,0.615606936416185
0.7909156452775775,0.6416184971098265
0.7426099495313626,0.6098265895953757
0.798846431146359,0.6473988439306358
0.8103821196827685,0.6213872832369942
0.8226387887527037,0.638728323699422
0.798846431146359,0.6445086705202312
0.8320115356885364,0.661849710982659
0.8125450612833454,0.653179190751445
0.7332372025955299,0.5924855491329479
0.7909156452775775,0.630057803468208
