train,test
0.3975,0.385
0.55,0.505
0.55875,0.495
0.60875,0.55
0.57,0.53
0.65375,0.545
0.62375,0.545
0.67125,0.58
0.74125,0.62
0.7575,0.635
0.7675,0.645
0.805,0.675
0.8125,0.71
0.83125,0.715
0.845,0.75
0.8725,0.67
0.9,0.74
0.87375,0.7
0.9075,0.695
0.89125,0.7
0.89125,0.705
0.80875,0.62
0.9175,0.735
0.90625,0.745
0.91125,0.725
0.9025,0.71
0.8975,0.695
0.93875,0.75
0.92375,0.68
0.93625,0.73
0.9275,0.7
0.9425,0.66
